,FLT3,FANCL,SYK,CEP76,ELF3,JAK2,CCNE1,TPX2,GSK3B
TCGA-E2-A15S-01,123.3645,420.2588,412.6528,494.8958,2228.6125,161.3228,99.4968,2534.867,1533.573
TCGA-OL-A66P-01,48.9209,289.5755,1290.6475,84.1727,2815.8273,293.5252,167.6259,1117.9856,969.7842
TCGA-D8-A1Y3-01,30.927,389.4943,430.7692,109.1913,3183.5897,160.9467,110.4536,3573.6489,1273.0572
TCGA-D8-A1J8-01,12.3254,564.3166,803.3416,222.6787,2927.9649,1272.5281,160.7779,3315.8039,1801.6982
TCGA-D8-A1Y2-01,102.5475,306.1902,1815.752,192.5246,1752.5695,336.7527,64.8365,899.1098,1743.9687
TCGA-A1-A0SG-01,10.0801,164.8528,819.3682,123.8412,2749.3475,692.2869,19.0802,798.488,1636.2164
TCGA-BH-A0E2-01,36.8917,529.5565,541.2088,191.9152,1884.2229,1195.8399,78.1005,2338.697,1852.4333
TCGA-A1-A0SD-01,31.7592,257.3021,931.9328,93.2925,4762.2198,422.7938,34.7366,1138.6982,1714.333
TCGA-EW-A1PF-01,143.217,197.2184,1328.5354,123.4257,3700.6117,426.4124,71.9683,701.3314,2155.8114
TCGA-D8-A27I-01,124.745,342.7951,831.2445,138.1521,5235.7913,487.6129,29.7289,709.9971,1529.2918
TCGA-A7-A4SD-01,11.9403,304.1244,405.9701,241.2935,7052.7363,564.6766,562.1891,5814.4279,2091.0448
TCGA-LL-A740-01,70.65,144.9576,412.1922,118.2883,4932.5797,218.4094,61.3646,490.109,1488.4941
TCGA-A7-A4SC-01,29.967,243.8737,471.9801,110.0711,4350.4006,389.5709,39.7639,459.8781,1565.1991
TCGA-A7-A425-01,11.8407,241.1984,592.3933,90.4198,9305.7051,218.8733,57.7682,851.0944,650.5203
TCGA-LL-A5YN-01,114.9425,239.8485,1253.396,40.7524,3448.2759,231.9749,218.9133,923.1975,774.2947
TCGA-D8-A1JU-01,218.0569,190.7529,647.6101,177.757,1764.4486,558.8878,12.8085,85.5983,1608.8722
TCGA-A7-A56D-01,4.6729,192.6702,680.9079,38.0507,4144.1923,75.4339,248.9987,1618.1575,772.3632
TCGA-D8-A1XG-01,12.3768,459.3383,931.3551,198.8025,2010.4584,269.9692,15.8578,477.6676,2023.222
TCGA-LL-A5YP-01,6.7812,669.7966,915.4611,155.0633,1860.7595,164.1049,398.2821,2359.8553,1753.1646
TCGA-AC-A3OD-01,85.4171,387.4035,1726.1452,268.0536,4192.6385,457.8916,52.6105,748.5497,2215.4431
TCGA-A7-A4SA-01,295.1317,315.1455,1145.773,126.8791,4836.2984,377.8789,111.9846,1434.2849,1577.7134
TCGA-AC-A5XU-01,336.3142,397.0529,511.6641,112.3639,4154.7434,156.2986,32.2706,2150.4666,1627.5272
TCGA-AC-A3TN-01,325.0844,430.9899,145.1069,89.9888,7115.4856,151.1061,37.4953,280.09,899.1376
TCGA-A8-A09V-01,926.0379,347.1185,231.2345,250.4812,3389.6068,480.8908,12.0979,810.5582,2071.2125
TCGA-A8-A084-01,0.0,397.8807,119.5011,152.3736,6303.3936,358.8901,82.7613,1725.2248,2091.4628
TCGA-D8-A1XV-01,1.5456,417.831,178.2586,229.2633,693.9722,282.8439,13.9104,655.8475,1975.7857
TCGA-BH-A0H0-01,4.5751,392.3596,169.8177,327.2556,4303.3035,409.8769,65.1282,2484.8281,1580.0309
TCGA-D8-A1XF-01,1412.7719,377.6291,1120.643,195.335,1897.0909,254.7392,55.9098,3417.8387,2108.5
TCGA-EW-A6S9-01,164.0535,262.8375,741.4914,183.5564,3048.1836,583.174,92.1606,953.3461,1772.8489
TCGA-D8-A1XZ-01,8.6908,387.9479,422.2035,193.7202,2159.2375,372.582,15.1388,1688.2534,1207.1769
TCGA-LL-A5YM-01,64.1956,290.4547,600.6878,54.5153,1216.1508,163.0366,180.3592,1662.9729,695.4528
TCGA-XX-A899-01,98.8189,262.937,1460.2362,114.1732,5970.8661,574.8031,40.1575,674.4094,1189.3701
TCGA-C8-A26Z-01,1195.268,358.2929,244.0851,167.4154,5408.805,301.2878,56.6038,1120.9943,1913.4471
TCGA-AC-A3W7-01,14.6838,293.1196,612.8259,75.8166,8992.2086,433.0237,38.9571,580.7612,1193.8867
TCGA-D8-A1Y0-01,43.5247,247.7439,1596.0752,162.5259,4589.7226,792.7543,104.6607,2212.2146,2075.3507
TCGA-AQ-A1H2-01,11.5404,308.5048,547.9177,72.5038,6532.6141,230.8078,13.2965,461.8665,1753.136
TCGA-BH-A0DP-01,375.4822,321.5602,485.6408,131.1616,6103.7291,477.0682,35.1479,469.7814,1284.6121
TCGA-EW-A1J5-01,45.7895,357.5474,1796.0526,156.3158,6256.3158,633.1579,51.3158,1879.4737,1938.6842
TCGA-BH-A0E1-01,263.6888,261.9308,665.5567,249.8312,3265.2269,559.4478,75.6224,2573.1429,1405.1522
TCGA-D8-A1JC-01,18.7137,359.9875,675.4413,194.6229,5001.31,410.9538,83.8376,2124.883,2633.1483
TCGA-D8-A1XR-01,41.7526,261.8439,228.5143,145.2591,2799.925,510.2819,31.252,1372.8358,884.5553
TCGA-XX-A89A-01,19.367,212.3193,880.9636,103.4483,4692.017,512.9901,37.7893,747.2839,1160.1323
TCGA-LL-A6FR-01,0.6228,434.1834,642.6903,90.3005,10409.466,66.6355,556.7492,1036.2759,1106.0252
TCGA-D8-A73U-01,46.3924,254.4647,1531.4369,89.8547,4448.2969,1187.645,35.1605,220.2417,1261.8728
TCGA-BH-A0DZ-01,203.3898,132.3559,650.8475,116.9492,4145.7627,261.8644,61.0169,2481.3559,1491.5254
TCGA-D8-A1XS-01,460.911,318.8323,673.9764,196.6982,4962.1729,446.882,78.0363,2557.3691,2827.135
TCGA-AC-A3HN-01,33.1821,199.1271,734.4842,161.6971,4016.0933,431.8946,49.2465,584.6379,1343.6137
TCGA-D8-A27L-01,36.8264,232.1473,719.74,167.3436,2877.6063,850.528,43.3252,709.4503,2049.5532
TCGA-E2-A1BC-01,202.864,178.6714,160.7001,206.8417,2595.0676,768.4964,16.7064,214.7971,2051.7104
TCGA-D8-A1JA-01,34.6696,186.1972,286.0238,155.7421,3541.9827,348.0498,123.5103,758.3965,3244.8537
TCGA-D8-A1XY-01,423.0007,204.8909,291.1434,120.9518,1594.1837,449.7687,16.193,303.3708,773.959
TCGA-EW-A1J3-01,1091.3509,857.0666,676.283,231.7825,4112.2155,712.405,67.2269,1675.9912,2192.0667
TCGA-AC-A3W5-01,59.2349,296.9683,753.188,110.2427,3263.2661,434.8005,146.0304,1512.5463,1647.4702
TCGA-D8-A1XT-01,13.2284,251.8421,699.7817,168.5297,2887.4926,749.5205,108.4728,1002.7118,3075.0711
TCGA-C8-A274-01,1.3829,437.7292,157.378,134.6978,3559.1205,367.0308,85.7419,1386.8068,2759.2311
TCGA-D8-A1X7-01,719.5782,405.3523,728.6174,172.0194,388.4133,577.4156,28.7612,717.1129,2106.1426
TCGA-EW-A6SA-01,428.9594,459.0362,211.0654,184.0615,4234.9655,610.8481,67.0443,3162.2565,1677.0389
TCGA-AC-A5EH-01,592.9897,182.7588,1223.5052,131.5464,4456.4948,165.3608,142.268,1656.0825,1844.5361
TCGA-C8-A273-01,16.718,508.7432,269.541,82.1235,6706.5552,218.8004,112.6265,3172.0194,1483.2087
TCGA-BH-A0HN-01,0.979,274.464,242.2907,106.2163,3742.046,229.5644,36.2212,594.7137,1035.7318
TCGA-A8-A0AB-01,816.1019,388.383,798.5735,217.5584,1987.6695,225.8071,69.0825,1090.8854,2657.0999
TCGA-UL-AAZ6-01,214.3828,669.7367,590.8502,213.5844,5138.7999,92.6198,351.3163,1160.5416,1638.8109
TCGA-A8-A075-01,7.171,267.1961,795.2671,223.3776,3795.2671,309.7885,59.8781,2786.3033,2223.019
TCGA-LL-A5YL-01,31.4308,460.1943,699.7708,103.023,3820.1462,134.4538,247.0807,778.7842,497.6536
TCGA-D8-A27N-01,57.2705,214.3739,637.59,353.8856,3927.5014,337.0024,214.1852,1195.7295,1112.6376
TCGA-A2-A0T1-01,33.7083,207.5121,1270.0541,132.2115,3582.444,431.4663,40.45,1152.4496,1713.1311
TCGA-D8-A1XD-01,265.4422,416.4819,4426.3693,172.2969,1136.1102,744.725,31.4857,582.4861,2810.9763
TCGA-A2-A25C-01,265.7697,306.1226,896.7799,156.8152,4584.0318,985.8844,91.0895,1949.2722,2835.0243
TCGA-E2-A15D-01,258.1436,324.5044,930.2977,226.62,3157.9685,355.1664,18.5639,251.4886,1775.4816
TCGA-A2-A1FW-01,439.4333,400.4836,591.9442,184.8528,5200.8011,339.4407,35.9024,2522.6615,3299.1618
TCGA-OL-A66O-01,533.9868,588.9863,785.1892,129.5943,12572.8288,177.8746,144.4777,1431.7089,810.9629
TCGA-S3-AA14-01,346.5609,251.4623,330.7825,182.0149,2468.1897,568.5852,36.0649,822.1664,1825.2206
TCGA-D8-A27E-01,6.9109,252.1057,379.5263,188.6113,1836.5848,388.7409,12.3821,177.381,1804.9097
TCGA-AC-A62Y-01,414.9155,782.3197,844.2522,127.7297,6293.7783,480.0165,83.2303,766.3782,1045.3234
TCGA-A2-A0T5-01,24.8017,336.4348,1022.7045,174.7059,3749.7948,284.1251,47.0502,1052.6124,1457.0986
TCGA-D8-A1J9-01,2.8781,350.0105,1036.8917,159.6023,3358.4511,276.0335,106.7504,1307.6923,2528.7807
TCGA-LL-A9Q3-01,9.6046,203.5274,582.8502,52.5728,11234.3988,205.236,57.1223,446.3631,933.1669
TCGA-EW-A423-01,4.2725,342.2529,495.2757,67.3733,7466.2723,187.3305,80.8479,602.0869,768.0552
TCGA-D8-A1XM-01,173.7869,201.4003,1297.4684,176.9515,1833.3333,574.1034,73.8397,1162.9747,2324.1034
TCGA-BH-A1EY-01,40.9585,328.6235,1203.3991,95.5698,2451.1698,1529.1165,84.355,455.9069,2173.2373
TCGA-E2-A9RU-01,4.0438,414.1803,1093.1761,36.3943,3156.1921,97.7254,259.4777,2155.3496,1475.3159
TCGA-AO-A1KT-01,3.6079,306.4011,474.7444,184.9068,5276.0072,198.1359,98.617,2475.6464,1312.6879
TCGA-D8-A1X6-01,1.0205,205.03,939.6079,152.3068,1592.9709,267.1109,55.3611,1329.4317,1449.8485
TCGA-A7-A4SF-01,9.4781,220.6503,190.6772,42.3727,3695.9034,303.8569,123.7729,1329.7224,1031.4408
TCGA-A8-A093-01,381.2173,212.68,150.1963,115.5105,4841.623,247.055,25.5236,1032.0681,1951.5707
TCGA-A8-A06R-01,1254.1791,613.8104,472.7568,125.7793,2023.674,280.112,23.1318,1141.7728,1398.0302
TCGA-A2-A04P-01,17.1162,1501.945,1492.2199,99.5851,12814.3154,408.195,392.1162,2990.6639,1193.9834
TCGA-A8-A082-01,2.0,286.956,1026.8,186.8,1664.8,364.4,71.6,1744.0,1540.0
TCGA-GM-A5PX-01,177.8038,588.2962,225.0879,98.8667,3490.8167,296.991,23.0559,93.7866,865.5725
TCGA-D8-A1XB-01,635.1166,208.203,938.7289,198.4454,1352.5377,482.8532,42.9813,770.9191,1621.3992
TCGA-D8-A1JD-01,72.7493,125.6017,1428.5541,149.3786,2740.7093,464.6256,72.5068,2507.9115,2847.4083
TCGA-A2-A25D-01,57.5019,248.8423,785.6055,106.2452,29561.6908,900.9901,29.3222,1229.246,987.8142
TCGA-BH-A0BD-01,18.6396,223.4925,427.4035,93.5252,2443.7541,386.5271,142.9039,2484.6305,1402.2237
TCGA-E2-A15G-01,108.1967,355.0041,322.541,167.623,5178.6885,418.0328,11.4754,303.6885,1716.8033
TCGA-A1-A0SQ-01,652.3449,361.8356,313.061,130.3076,5781.9465,533.7368,31.8709,789.9143,1758.5477
TCGA-EW-A1IZ-01,56.0128,453.2207,736.7183,188.5623,2686.9054,497.7018,102.6189,1083.4848,1262.6403
TCGA-B6-A0WW-01,0.0,303.4242,1016.4679,59.6252,5493.4696,159.0006,45.9966,1324.8154,2002.2714
TCGA-S3-A6ZG-01,842.6029,437.4643,362.6747,231.0765,6621.3869,737.5114,55.5083,1668.9899,1559.2208
TCGA-EW-A1P6-01,55.5629,248.6414,1085.8579,143.9344,964.1487,776.8223,22.2252,1066.2786,1624.5535
TCGA-D8-A3Z6-01,4.2595,274.8952,217.2346,77.3263,4834.5347,428.8991,20.6422,312.5819,1161.2058
TCGA-E2-A14Z-01,66.3677,453.8027,694.6188,122.87,3031.8386,370.4036,95.0673,1355.6054,1435.8744
TCGA-D8-A1X5-01,3.0544,251.4585,963.0195,101.669,2384.2042,303.698,59.7796,860.0415,3139.0859
TCGA-A2-A0YJ-01,0.4068,381.9447,195.2807,220.5045,4412.9373,179.0073,87.8763,4820.9927,2386.8999
TCGA-BH-A5IZ-01,2.0816,433.7186,1751.0444,121.5656,9440.4859,329.3096,455.4547,2174.0262,1460.869
TCGA-AC-A6IV-01,182.7848,243.2826,1055.2155,131.276,1322.7752,401.3396,55.8012,774.0632,1192.9301
TCGA-B6-A0IK-01,72.8324,335.6936,888.4393,85.5491,6517.9191,229.4798,134.104,2068.7861,3185.5491
TCGA-S3-A6ZF-01,26.2812,381.1564,925.7556,93.9553,9567.3456,421.1564,83.7714,1258.8699,2011.1695
TCGA-B6-A409-01,5.4054,321.6916,700.7949,87.1224,9111.9237,208.2671,195.8665,2080.4452,953.5771
TCGA-BH-A8FZ-01,53.3445,237.2614,1315.1318,117.61,4317.547,438.0972,55.0247,419.6157,880.8149
TCGA-S3-AA12-01,296.4251,367.1164,141.5981,309.1641,5230.3113,121.5098,2315.5458,1121.026,1625.6836
TCGA-A2-A0T6-01,53.8089,210.4655,1094.3168,163.8452,2229.7461,794.74,25.9976,277.2068,1635.7316
TCGA-EW-A1J1-01,397.8184,177.3661,1155.9192,139.8781,3329.4835,3174.8476,23.0991,828.3606,2890.5999
TCGA-D8-A1JE-01,43.2309,336.7491,460.4664,160.9784,2263.3675,634.2435,52.901,1538.6803,2254.835
TCGA-EW-A1PA-01,289.3009,471.3072,632.961,221.1217,3863.6416,298.0537,59.4265,1166.8778,1850.0518
TCGA-E9-A1NH-01,2.2361,262.0662,413.6852,169.4991,4061.7174,483.4526,26.8336,372.9875,1818.873
TCGA-A8-A07G-01,96.1538,222.8331,569.3681,122.9396,2667.239,363.3242,39.4918,526.7857,3399.0385
TCGA-D8-A1JI-01,1.929,485.4792,271.2131,146.6017,3558.9488,523.1365,12.3454,575.2187,1874.5726
TCGA-A8-A07F-01,28.9896,145.459,1187.4712,224.1866,1382.9443,1061.2972,66.5381,962.1802,1512.9836
TCGA-A8-A0A2-01,20.649,340.9558,475.2212,152.8024,8433.3333,457.2271,17.4041,587.3156,2328.9086
TCGA-A8-A09T-01,7.8616,204.8349,832.5472,125.7862,1365.566,624.2138,29.0881,1041.6667,1617.1384
TCGA-A2-A1G1-01,25.2904,333.5138,718.3011,148.9932,2435.0216,661.3978,1722.7682,3576.6614,1790.1175
TCGA-AQ-A7U7-01,89.4034,311.0222,1423.4264,130.0058,2647.7449,952.5947,41.3832,926.047,1235.6403
TCGA-AC-A23C-01,16.243,331.5747,972.1763,106.783,3378.854,557.9786,35.4941,1103.3238,2769.7398
TCGA-AC-A2QI-01,40.3495,228.4861,541.382,134.3924,3631.1358,343.1295,19.6982,205.56,1435.1072
TCGA-AC-A5XS-01,22.7627,296.6636,523.0786,138.8992,5049.6135,396.2576,215.0847,1239.4084,1145.5701
TCGA-A2-A0YK-01,147.3752,263.1261,952.8815,127.8696,3233.9454,917.4826,32.5092,394.4453,1782.5891
TCGA-D8-A1JM-01,2.4557,1887.9319,631.7243,124.012,5181.4903,104.3665,981.6591,1926.79,1647.763
TCGA-E2-A154-01,19.3837,366.5258,239.0656,113.3201,2242.0477,385.6859,49.7018,1116.3022,1794.7316
TCGA-LL-A7SZ-01,70.3833,302.5854,779.0941,105.2265,3359.5819,190.9408,78.0488,1221.6028,600.6969
TCGA-E2-A15P-01,22.4455,301.7274,406.2084,188.5967,5103.061,574.002,30.6572,510.7714,2568.3646
TCGA-A2-A1G4-01,91.8123,472.7044,2090.3049,194.3131,1547.1052,350.531,64.1316,1529.839,2096.0603
TCGA-LL-A8F5-01,14.6905,810.2413,513.1165,126.9675,1682.0567,284.8898,525.1836,3700.9444,1890.8709
TCGA-E2-A1L9-01,34.7615,448.7982,1107.7877,139.585,1776.3406,796.5508,43.1151,841.2827,1896.7933
TCGA-OL-A6VQ-01,92.9359,213.4595,633.3781,77.7833,7119.6953,720.2529,26.2645,377.8045,1367.7735
TCGA-AC-A3W6-01,41.0213,291.8418,893.2608,67.8108,3184.5961,349.9372,67.3922,705.316,1056.0904
TCGA-D8-A1XL-01,177.8329,520.5236,1153.4351,156.7655,3071.4894,435.2877,123.6155,2293.5481,1537.9134
TCGA-A8-A08G-01,275.0816,364.5499,568.7341,119.2601,5137.7584,300.0363,63.5473,1460.1378,2259.8477
TCGA-A8-A07E-01,25.5014,216.7851,865.616,248.7106,3535.5301,486.533,90.2579,1763.6103,2334.0974
TCGA-D8-A1JJ-01,1.4707,316.9527,645.6357,191.1905,2150.7464,244.1356,68.2403,1930.1419,3116.1115
TCGA-D8-A1JK-01,4.2883,257.3341,733.7701,94.3419,4648.0048,538.4157,151.0423,1776.2954,1988.3264
TCGA-BH-A18J-01,6.2903,204.0903,757.9868,191.8556,3530.6318,325.3507,77.9304,1130.8645,1888.1524
TCGA-E9-A243-01,133.4889,690.3431,2323.4539,192.0653,2733.9557,1203.0338,431.2719,1827.5379,2136.5228
TCGA-BH-A2L8-01,84.3521,333.2732,1321.6353,168.7041,3161.2282,538.7764,47.3807,678.406,1129.5998
TCGA-AC-A8OP-01,35.7193,188.1164,354.0868,154.7835,5625.5274,328.2032,50.7317,638.8056,1366.1329
TCGA-A7-A13E-01,1.2811,773.8529,149.4609,253.6565,6475.4991,327.5328,129.8174,2264.5457,2040.7815
TCGA-AR-A2LH-01,119.3481,274.8948,1800.2103,181.9138,8970.5573,512.0925,146.6877,671.9243,1049.4217
TCGA-A2-A1G0-01,58.8429,225.3879,848.455,153.8462,3819.8554,497.0414,15.1216,323.8001,1845.4964
TCGA-C8-A26V-01,4.677,469.6148,335.856,182.4045,2516.9153,400.4437,109.3536,1844.3125,1826.7179
TCGA-AO-A0J7-01,1.4322,210.4583,120.6588,180.8092,4227.7121,292.159,59.0763,2319.3699,2222.6996
TCGA-BH-A0HI-01,327.7363,328.5767,344.967,150.1538,5961.1429,373.4505,14.7692,540.8352,1503.6484
TCGA-OL-A5S0-01,16.221,465.7255,400.4562,44.1009,4657.9648,142.4408,960.0811,2058.0408,1180.0786
TCGA-D8-A1JN-01,6.218,440.4724,669.989,123.3236,3107.4431,431.1143,13.9905,240.4291,1264.8438
TCGA-AO-A1KO-01,31.1141,413.3657,704.2489,193.7103,1942.7902,680.8297,18.4008,93.6768,2319.1703
TCGA-BH-A0AW-01,52.6316,383.5937,1389.9264,311.828,3760.6112,450.481,109.2247,1894.7368,1519.5246
TCGA-A2-A0T4-01,32.6989,283.8946,806.735,108.3455,4698.8775,356.7594,91.264,2112.7379,1357.7355
TCGA-D8-A141-01,118.1076,199.2614,976.5146,157.2498,1140.2314,1522.4643,36.079,574.8809,1515.6569
TCGA-E2-A15L-01,1.914,363.5346,467.3419,184.0657,2870.7233,356.0093,29.9864,1225.9351,1660.1005
TCGA-A7-A26J-01,41.9393,320.152,723.9462,198.1564,3743.016,621.2089,70.0866,2080.9232,2132.4326
TCGA-S3-AA0Z-01,14.0459,488.1158,614.594,185.68,6674.2035,446.0432,117.1634,4692.703,1978.0747
TCGA-E2-A15E-06,22.5989,201.7514,774.7646,95.2919,3311.8644,440.678,16.9492,501.6949,2097.5518
TCGA-A2-A0T7-01,10.6882,172.2713,747.8876,148.7687,8054.8855,286.5603,39.5754,1202.2821,2517.5128
TCGA-BH-A42V-01,87.0325,361.7901,459.3218,126.9102,2965.5072,507.3497,26.7792,274.487,1017.9013
TCGA-A1-A0SI-01,40.3178,322.9812,367.8634,96.2331,5402.0012,585.05,155.0912,2817.834,2953.7964
TCGA-D8-A1JP-01,148.415,436.0759,1463.0163,205.5716,5835.2546,285.3026,199.8079,956.292,2233.9097
TCGA-B6-A0WX-01,33.3722,498.1034,651.1378,147.5205,4526.1095,262.8064,97.4621,1485.0645,1695.1579
TCGA-A8-A0A6-01,35.1111,291.7462,1000.665,159.5957,3685.5965,646.8945,26.0673,400.5852,1791.1956
TCGA-E2-A155-01,37.2462,389.5417,105.5309,398.9859,3615.986,457.3947,81.2645,2343.9715,3228.8511
TCGA-S3-A6ZH-01,159.6725,404.2422,656.0113,120.9354,11522.8722,344.5398,158.4127,1346.9806,2059.0505
TCGA-D8-A146-01,431.1143,158.9498,526.5219,142.0434,2672.8373,616.2335,45.9238,569.5977,2220.0071
TCGA-A2-A4S2-01,31.5154,271.6927,566.7857,89.6221,4733.2266,877.5083,29.0533,465.3453,1000.1231
TCGA-LD-A66U-01,244.1948,375.764,704.1199,96.6292,6797.0037,320.5993,28.0899,476.4045,628.0899
TCGA-E9-A1RG-01,28.1885,208.1146,316.5434,64.695,7235.2126,85.9519,131.7006,3034.1959,713.0314
TCGA-A2-A4RY-01,98.4252,294.1191,616.6339,137.3031,5572.8346,614.1732,29.0354,234.252,1108.2677
TCGA-AO-A0J3-01,117.5228,614.2941,287.7197,190.5708,1936.5178,360.5193,74.0419,1861.979,1850.0528
TCGA-BH-A18H-01,261.3872,184.441,1313.147,102.4845,7347.3085,744.824,22.7743,674.4306,1446.6874
TCGA-AO-A0JA-01,9.5322,362.8844,780.9356,86.143,3483.8482,373.5216,39.541,1784.9956,1610.5914
TCGA-E2-A15F-01,536.6008,351.9637,822.2246,246.7519,4827.2948,355.7621,182.5288,1262.0682,1802.0492
TCGA-A2-A0YH-01,19.1574,178.5579,837.6053,172.4169,4108.5588,603.1042,109.9778,2161.2417,2005.8537
TCGA-D8-A4Z1-01,39.0087,286.9395,780.1733,162.7072,4297.1126,468.6173,17.4512,254.0696,1361.1972
TCGA-BH-A0BJ-01,202.2774,256.7919,1073.4332,152.0667,5194.2975,502.8244,46.9829,549.4486,1541.11
TCGA-A7-A26I-01,2.7663,196.6113,5373.9972,218.8105,1608.0221,477.1784,934.4398,2112.0332,2432.6418
TCGA-BH-A8G0-01,607.2503,278.0688,1368.4717,115.5982,2613.1909,528.586,18.2271,183.71,1381.9022
TCGA-D8-A1XJ-01,3.3215,347.7664,318.2622,136.4844,3310.0475,289.5763,304.6741,2194.922,2774.0746
TCGA-A2-A0YG-01,26.5792,358.4807,742.2477,111.2387,3696.4725,210.3363,170.9598,3069.4011,3236.7514
TCGA-A2-A4S3-01,9.6826,288.7682,610.0054,280.7961,2197.9559,271.1135,230.2313,3016.6756,1696.6111
TCGA-EW-A2FW-01,251.5817,390.2382,548.5672,188.3141,2060.6624,180.4987,68.4779,3051.7306,1467.808
TCGA-AC-A3QP-01,26.7482,257.4169,986.2438,89.4154,3132.9767,279.3275,15.2847,209.018,821.5514
TCGA-E2-A1IN-01,251.2262,310.3324,841.4169,168.6649,2320.1635,319.891,61.5804,688.8283,1523.9782
TCGA-AC-A2B8-01,53.6659,220.2595,585.7899,189.9723,2389.7707,543.2099,26.2031,479.4659,1780.8012
TCGA-LL-A6FP-01,0.672,316.5087,98.1183,59.4758,6927.0833,135.0806,17.1371,387.7688,721.4382
TCGA-E9-A1N6-01,228.0285,311.4727,771.9715,203.3254,1840.38,546.3183,136.342,2373.8717,1858.4323
TCGA-A7-A2KD-01,16.2808,343.2762,1689.7311,366.184,2525.1218,415.2933,68.059,1532.2613,1698.5387
TCGA-OL-A5RZ-01,5.1151,434.5269,735.5499,205.1151,8058.312,94.6292,255.7545,940.665,1642.9668
TCGA-AO-A0J8-01,44.8425,373.6983,376.7771,149.809,3938.3729,536.8573,30.8136,592.2215,1762.6354
TCGA-MS-A51U-01,286.385,176.4006,694.8357,105.373,8115.8059,556.5989,11.9979,546.6875,1411.0589
TCGA-A2-A1FZ-01,1067.0252,429.3091,991.7253,148.1175,2553.5788,583.7815,50.8895,571.3695,3426.5619
TCGA-E2-A15C-01,11.6,325.044,487.6,242.4,5321.2,975.2,17.6,580.8,1927.2
TCGA-AC-A23E-01,143.3812,155.3164,677.7744,172.1186,3538.3675,588.505,31.1831,575.3592,1721.7976
TCGA-BH-A0H7-01,74.1957,221.7498,604.3992,167.4327,7077.1504,245.8963,96.52,1359.4879,1906.1064
TCGA-EW-A1P5-01,107.7377,340.6148,524.6026,193.0142,2869.3252,373.4653,44.9224,944.8939,1150.4711
TCGA-A2-A4S0-01,1148.2979,300.9626,496.6741,277.0314,1372.636,243.1199,8.8692,209.73,1490.5439
TCGA-E2-A153-01,288.0979,220.6897,598.4427,127.3637,4384.8721,371.5239,31.1457,625.6952,1397.1079
TCGA-AC-A3YI-01,9.9462,254.4394,475.4297,109.9058,4273.8943,386.9083,45.2553,213.8439,1017.4991
TCGA-E2-A15A-06,67.8482,452.52,688.5221,153.0387,1967.5972,517.5325,123.8305,3677.7972,1120.2556
TCGA-A2-A1FV-01,2.4348,885.8434,1694.5903,257.4755,2852.9255,526.2117,17.9563,750.2092,2746.7093
TCGA-OL-A66I-01,202.8169,507.3177,877.6213,133.1247,3633.5942,509.1288,1146.7919,5246.531,1074.5957
TCGA-BH-A5J0-01,18.9991,340.3753,1069.0454,66.7285,4686.2836,303.9852,59.7776,913.8091,916.5894
TCGA-EW-A424-01,19.7814,445.341,661.0832,98.9072,2704.3152,270.8782,68.597,821.5682,952.0619
TCGA-A7-A13G-01,266.3617,186.4855,240.5327,175.9602,6693.2132,382.5923,15.8741,414.8786,2198.426
TCGA-A2-A0YT-01,19.4188,239.8894,614.9282,207.4034,6633.1333,275.6389,96.2848,3144.4946,2782.5501
TCGA-A7-A26H-01,41.7755,260.2376,568.6684,161.8799,2051.436,567.3629,40.9922,763.9687,2533.1593
TCGA-E9-A54Y-01,5.3318,432.4111,127.3697,45.0237,4272.5118,65.1659,37.3223,2098.9336,871.4455
TCGA-E2-A156-01,170.1364,274.1493,195.9799,176.5973,1980.6174,1155.7789,33.7401,601.5793,1757.3582
TCGA-D8-A1X9-01,437.8399,351.6732,754.7743,267.1051,2214.2405,384.4695,51.3469,1171.3671,2411.5341
TCGA-E9-A54X-01,85.8987,320.5958,152.433,134.0616,3070.5065,126.1172,43.6941,660.3774,1248.7587
TCGA-BH-A0HF-01,57.6966,270.9323,751.3971,129.7055,4734.6964,289.3773,36.2281,806.8574,1385.6121
TCGA-BH-A0W3-01,18.8845,307.9227,322.354,146.2451,3580.1493,228.8098,75.9772,1276.6798,2369.3456
TCGA-AC-A3QQ-01,404.9875,427.2918,575.0623,56.8579,12378.5536,84.788,73.8155,1057.3566,754.1147
TCGA-A7-A26F-01,23.3751,301.9392,1090.7573,139.5349,5050.6857,891.3536,280.9779,2024.5677,1829.2188
TCGA-A2-A4RX-01,20.1638,334.9149,789.54,193.4468,4475.1103,429.1115,128.5444,1464.3982,2770.6364
TCGA-BH-A0EB-01,12.8416,200.5894,763.5825,160.3556,4042.8054,453.408,31.9394,583.7998,2087.2572
TCGA-BH-A0H6-01,4.4607,163.532,725.0608,130.5758,1733.9822,424.9797,32.0357,459.4485,1597.7291
TCGA-C8-A27A-01,9.4166,571.7402,1139.6577,318.8904,3372.3993,434.6886,43.5198,4501.3679,2612.2033
TCGA-E9-A24A-01,43.1914,258.8602,771.1458,176.9646,4199.1602,603.1794,38.3923,572.2855,1825.7349
TCGA-E2-A1LA-01,296.8402,334.5082,496.6622,140.632,5332.8883,284.8242,56.0748,1601.2461,1496.2172
TCGA-B6-A0I8-01,13.4491,156.2186,212.9955,148.8779,13184.4554,128.548,15.0129,799.437,1501.6029
