"","FLT3","GeneID","Gene_Expression","TCGA"
"948",98.9171,"FANCL",8.22952351527436,"Non-TNBC"
"949",93.5539,"FANCL",8.56665306998875,"Non-TNBC"
"950",84.8724,"FANCL",7.85422759713044,"Non-TNBC"
"951",340.202,"FANCL",8.71835477571829,"Non-TNBC"
"952",9.6182,"FANCL",8.7724072861642,"Non-TNBC"
"953",98.758,"FANCL",8.67495420543828,"Non-TNBC"
"954",0.3621,"FANCL",9.21140893848826,"Non-TNBC"
"955",5.6989,"FANCL",9.74918327197653,"Non-TNBC"
"956",5.5468,"FANCL",8.47385386682307,"Non-TNBC"
"957",14.8816,"FANCL",9.73062433342828,"Non-TNBC"
"958",17.5169,"FANCL",8.65686993844032,"Non-TNBC"
"959",24.965,"FANCL",10.0255865623402,"Non-TNBC"
"960",47.8505,"FANCL",8.16571450928845,"Non-TNBC"
"961",119.7467,"FANCL",9.06660588420444,"Non-TNBC"
"962",35.9281,"FANCL",7.64084358467875,"Non-TNBC"
"963",39.1129,"FANCL",8.3061902271465,"Non-TNBC"
"964",372.394,"FANCL",8.64110776413717,"Non-TNBC"
"965",1222.4984,"FANCL",8.96021252699686,"Non-TNBC"
"966",131.0289,"FANCL",8.52298123284779,"Non-TNBC"
"967",5.8459,"FANCL",8.37436963942746,"Non-TNBC"
"968",175.8958,"FANCL",8.90077837228976,"Non-TNBC"
"969",17.3779,"FANCL",9.00277704944853,"Non-TNBC"
"970",231.8607,"FANCL",7.84052806556693,"Non-TNBC"
"971",17.3937,"FANCL",8.70993504446981,"Non-TNBC"
"972",59.4193,"FANCL",8.90771570140435,"Non-TNBC"
"973",204.3846,"FANCL",8.23589073211664,"Non-TNBC"
"974",62.069,"FANCL",8.04020038899445,"Non-TNBC"
"975",17.9182,"FANCL",8.56462891107484,"Non-TNBC"
"976",9.9351,"FANCL",9.16941495867193,"Non-TNBC"
"977",32.0073,"SYK",10.9828954909068,"Non-TNBC"
"978",0.7138,"SYK",8.20494130697644,"Non-TNBC"
"979",33.3639,"SYK",9.0099385994321,"Non-TNBC"
"980",239.7403,"SYK",8.88395249538449,"Non-TNBC"
"981",525.6015,"SYK",10.8801297467931,"Non-TNBC"
"982",82.4467,"SYK",9.52953226153747,"Non-TNBC"
"983",264.4503,"SYK",9.60674571887121,"Non-TNBC"
"984",25.4876,"SYK",8.79159465545728,"Non-TNBC"
"985",144.4096,"SYK",9.85417631570781,"Non-TNBC"
"986",14.9906,"SYK",9.88097825222452,"Non-TNBC"
"987",675.5154,"SYK",9.96192525679093,"Non-TNBC"
"988",9.408,"SYK",8.2243514491534,"Non-TNBC"
"989",124.7355,"SYK",11.2346566903711,"Non-TNBC"
"990",47.9553,"SYK",10.812412626953,"Non-TNBC"
"991",0.4451,"SYK",9.95966903089116,"Non-TNBC"
"992",73.2224,"SYK",9.17333959361611,"Non-TNBC"
"993",607.5697,"SYK",8.4495844839597,"Non-TNBC"
"994",91.954,"SYK",8.99907886080171,"Non-TNBC"
"995",1.9293,"SYK",6.69449440133121,"Non-TNBC"
"996",0.7681,"SYK",7.95167812360666,"Non-TNBC"
"997",2.9888,"SYK",10.3554512005695,"Non-TNBC"
"998",16.0772,"SYK",9.44493784488169,"Non-TNBC"
"999",3.8271,"SYK",8.15403985627355,"Non-TNBC"
"1000",15.949,"SYK",9.83037243569168,"Non-TNBC"
"1001",894.2005,"SYK",6.57137191894292,"Non-TNBC"
"1002",2.2528,"SYK",9.28149216920286,"Non-TNBC"
"1003",4.7455,"SYK",10.0149266836761,"Non-TNBC"
"1004",16.0197,"SYK",8.90675894367933,"Non-TNBC"
"1005",0,"SYK",6.32861389756881,"Non-TNBC"
"1006",54.1462,"SYK",8.75833416137251,"Non-TNBC"
"1007",67.4922,"SYK",7.60963825845553,"Non-TNBC"
"1008",29.32,"SYK",7.50461165358554,"Non-TNBC"
"1009",24.3694,"SYK",9.15817845611992,"Non-TNBC"
"1010",8.1673,"SYK",10.4721534596403,"Non-TNBC"
"1011",2.516,"SYK",10.2864764416773,"Non-TNBC"
"1012",1037.3202,"SYK",9.34128908565143,"Non-TNBC"
"1013",62.0338,"SYK",10.6243771141549,"Non-TNBC"
"1014",314.6096,"SYK",7.63725883195753,"Non-TNBC"
"1015",13.9647,"SYK",9.11918729588254,"Non-TNBC"
"1016",4.96,"SYK",8.03012802480247,"Non-TNBC"
"1017",86.7315,"SYK",8.20506939930016,"Non-TNBC"
"1018",16.9335,"SYK",10.2161621154146,"Non-TNBC"
"1019",118.3508,"SYK",8.32207506195864,"Non-TNBC"
"1020",147.2332,"SYK",10.0044814482988,"Non-TNBC"
"1021",57.1316,"SYK",8.6514220071509,"Non-TNBC"
"1022",120.2056,"SYK",9.54753273051937,"Non-TNBC"
"1023",6.7388,"SYK",10.1988399788752,"Non-TNBC"
"1024",46.617,"SYK",10.6370355307394,"Non-TNBC"
"1025",113.7315,"SYK",10.0544430146884,"Non-TNBC"
"1026",29.8507,"SYK",9.23458921582746,"Non-TNBC"
"1027",8.4059,"SYK",6.97254562026577,"Non-TNBC"
"1028",2.5452,"SYK",8.73872663565125,"Non-TNBC"
"1029",5.7615,"SYK",9.31179144765015,"Non-TNBC"
"1030",12.482,"SYK",9.5403973681897,"Non-TNBC"
"1031",0,"SYK",6.11599455277856,"Non-TNBC"
"1032",96.5615,"SYK",8.26289585913033,"Non-TNBC"
"1033",82.164,"SYK",9.90959086599432,"Non-TNBC"
"1034",20.3081,"SYK",8.23730701369372,"Non-TNBC"
"1035",1.968,"SYK",7.09930993422945,"Non-TNBC"
"1036",232.121,"SYK",8.9983673095061,"Non-TNBC"
"1037",0.7236,"SYK",5.91490650118029,"Non-TNBC"
"1038",267.7978,"SYK",7.85297262727558,"Non-TNBC"
"1039",199.6945,"SYK",10.3229171290041,"Non-TNBC"
"1040",10.9935,"SYK",10.0002937219693,"Non-TNBC"
"1041",104.3688,"SYK",9.0340211554448,"Non-TNBC"
"1042",61.0181,"SYK",9.0102326833074,"Non-TNBC"
"1043",17.5906,"SYK",7.85982795446617,"Non-TNBC"
"1044",133.048,"SYK",10.2510822113994,"Non-TNBC"
"1045",510.9046,"SYK",9.63073107939662,"Non-TNBC"
"1046",18.0037,"SYK",8.88671017371259,"Non-TNBC"
"1047",0.5951,"SYK",10.1442758524844,"Non-TNBC"
"1048",6.8493,"SYK",10.7025513214737,"Non-TNBC"
"1049",25.4345,"SYK",10.3896057436984,"Non-TNBC"
"1050",0,"SYK",10.0502108109646,"Non-TNBC"
"1051",47.0367,"SYK",9.90771449984538,"Non-TNBC"
"1052",3.801,"SYK",9.51671153798344,"Non-TNBC"
"1053",49.8331,"SYK",9.12245478667428,"Non-TNBC"
"1054",204.3619,"SYK",10.1003566865324,"Non-TNBC"
"1055",2.9776,"SYK",9.47778396358813,"Non-TNBC"
"1056",1.6606,"SYK",7.82558022210867,"Non-TNBC"
"1057",326.066,"SYK",9.70327844316143,"Non-TNBC"
"1058",1008.769,"SYK",9.32849542066591,"Non-TNBC"
"1059",127.7802,"SYK",9.66686237617627,"Non-TNBC"
"1060",103.5109,"SYK",10.0836660013222,"Non-TNBC"
"1061",3.7783,"SYK",9.87799939793701,"Non-TNBC"
"1062",5.0879,"SYK",8.96121207149439,"Non-TNBC"
"1063",3.3467,"SYK",10.0569858164243,"Non-TNBC"
"1064",30.7622,"SYK",9.6478070056606,"Non-TNBC"
"1065",0.4606,"SYK",8.71638152878062,"Non-TNBC"
"1066",1.2005,"SYK",6.92657234894374,"Non-TNBC"
"1067",14.8359,"SYK",8.81334382803203,"Non-TNBC"
"1068",5.3552,"SYK",8.52158669970553,"Non-TNBC"
"1069",0.2927,"SYK",5.49795719174617,"Non-TNBC"
"1070",86.5645,"SYK",8.64875554914875,"Non-TNBC"
"1071",82.6795,"SYK",9.03930786113075,"Non-TNBC"
"1072",4.9555,"SYK",7.78098981156108,"Non-TNBC"
"1073",0.5869,"SYK",6.98412219880055,"Non-TNBC"
"1074",215.395,"SYK",8.77879139893675,"Non-TNBC"
"1075",286.1461,"SYK",9.65135060671998,"Non-TNBC"
"1076",2.1008,"SYK",10.0654541033791,"Non-TNBC"
"1077",3.0496,"SYK",9.97295308519457,"Non-TNBC"
"1078",1.6841,"SYK",7.58222931241396,"Non-TNBC"
"1079",27.1024,"SYK",10.0867845621203,"Non-TNBC"
"1080",223.796,"SYK",11.7425778214568,"Non-TNBC"
"1081",258.0423,"SYK",9.11103679136341,"Non-TNBC"
"1082",6.5421,"SYK",9.56696086189541,"Non-TNBC"
"1083",1.6641,"SYK",8.14359596711948,"Non-TNBC"
"1084",78.4115,"SYK",10.1476018023168,"Non-TNBC"
"1085",10.9489,"SYK",8.7727833530191,"Non-TNBC"
"1086",40.1409,"SYK",9.94004544386595,"Non-TNBC"
"1087",31.4914,"SYK",9.58997148099616,"Non-TNBC"
"1088",0,"SYK",9.45928590727716,"Non-TNBC"
"1089",13.1589,"SYK",9.57387720517609,"Non-TNBC"
"1090",25.1053,"SYK",9.42638658179926,"Non-TNBC"
"1091",1.8632,"SYK",7.91975659692845,"Non-TNBC"
"1092",91.0739,"SYK",8.4338441224915,"Non-TNBC"
"1093",70.4315,"SYK",10.6337950896634,"Non-TNBC"
"1094",92.0044,"SYK",9.02586737199771,"Non-TNBC"
"1095",81.8487,"SYK",8.9329103855663,"Non-TNBC"
"1096",5.1626,"SYK",8.27724601360325,"Non-TNBC"
"1097",451.3114,"SYK",9.75586132653181,"Non-TNBC"
"1098",270.5237,"SYK",9.14842217820294,"Non-TNBC"
"1099",14.9789,"SYK",9.87046474913707,"Non-TNBC"
"1100",1.0152,"SYK",10.4876955561524,"Non-TNBC"
"1101",224.8262,"SYK",11.5575279369543,"Non-TNBC"
"1102",64.6109,"SYK",10.572493422219,"Non-TNBC"
"1103",613.2887,"SYK",9.56797945486898,"Non-TNBC"
"1104",32.111,"SYK",7.91070028723273,"Non-TNBC"
"1105",15.147,"SYK",10.1536851486999,"Non-TNBC"
"1106",96.4064,"SYK",8.35399410483796,"Non-TNBC"
"1107",45.8312,"SYK",8.75726865452394,"Non-TNBC"
"1108",143.3581,"SYK",10.1226486495507,"Non-TNBC"
"1109",97.0195,"SYK",8.68684960314157,"Non-TNBC"
"1110",495.4948,"SYK",9.2238301328673,"Non-TNBC"
"1111",88.4493,"SYK",10.3586018649333,"Non-TNBC"
"1112",38.0435,"SYK",9.81554901208555,"Non-TNBC"
"1113",758.6792,"SYK",10.0040709914355,"Non-TNBC"
"1114",62.3167,"SYK",9.28917372404422,"Non-TNBC"
"1115",31.3242,"SYK",8.66139261515726,"Non-TNBC"
"1116",7.4883,"SYK",7.66664369942094,"Non-TNBC"
"1117",9.7872,"SYK",10.1305705628054,"Non-TNBC"
"1118",1395.3565,"SYK",8.36419420052444,"Non-TNBC"
"1119",449.0554,"SYK",9.52519092862305,"Non-TNBC"
"1120",7.659,"SYK",8.54795179153937,"Non-TNBC"
"1121",294.4999,"SYK",7.31025194918112,"Non-TNBC"
"1122",6.496,"SYK",8.61997819510053,"Non-TNBC"
"1123",85.3746,"SYK",9.5732815448205,"Non-TNBC"
"1124",983.7476,"SYK",8.69238255955752,"Non-TNBC"
"1125",9.4974,"SYK",9.49982934780492,"Non-TNBC"
"1126",47.1436,"SYK",8.48566752462223,"Non-TNBC"
"1127",118.9759,"SYK",10.6084775398947,"Non-TNBC"
"1128",396.3682,"SYK",8.80694298669991,"Non-TNBC"
"1129",34.5396,"SYK",9.03700848527016,"Non-TNBC"
"1130",36.3427,"SYK",9.9759847811584,"Non-TNBC"
"1131",5.1622,"SYK",8.91258370393379,"Non-TNBC"
"1132",75.6628,"SYK",10.7164487533762,"Non-TNBC"
"1133",29.0073,"SYK",10.76274254284,"Non-TNBC"
"1134",3.1686,"SYK",8.50070925304726,"Non-TNBC"
"1135",135.1044,"SYK",8.73743833746086,"Non-TNBC"
"1136",66.6849,"SYK",10.0591619152269,"Non-TNBC"
"1137",189.3376,"SYK",6.8216630256875,"Non-TNBC"
"1138",413.4969,"SYK",9.39477820945277,"Non-TNBC"
"1139",59.3846,"SYK",10.7460244942529,"Non-TNBC"
"1140",81.302,"SYK",8.94981883353516,"Non-TNBC"
"1141",77.2667,"SYK",9.18714122139949,"Non-TNBC"
"1142",51.203,"SYK",6.95861767149415,"Non-TNBC"
"1143",9.9136,"SYK",8.34518877077578,"Non-TNBC"
"1144",24.6212,"SYK",10.2534894253267,"Non-TNBC"
"1145",80.5085,"SYK",9.72388752614481,"Non-TNBC"
"1146",2.2143,"SYK",8.31531986722292,"Non-TNBC"
"1147",7.4349,"SYK",7.82128035235412,"Non-TNBC"
"1148",11.3009,"SYK",8.87331921709091,"Non-TNBC"
"1149",12.069,"SYK",9.90735684137628,"Non-TNBC"
"1150",200.7131,"SYK",9.0774027078858,"Non-TNBC"
"1151",494.2945,"SYK",9.1996102683571,"Non-TNBC"
"1152",0,"SYK",9.49749121789555,"Non-TNBC"
"1153",34.749,"SYK",9.7910686055162,"Non-TNBC"
"1154",23.507,"SYK",9.71578751824832,"Non-TNBC"
"1155",1.4388,"SYK",7.60913883718959,"Non-TNBC"
"1156",162.8365,"SYK",9.29419293098012,"Non-TNBC"
"1157",19.4044,"SYK",8.90282006527465,"Non-TNBC"
"1158",7.5251,"SYK",9.41101496308973,"Non-TNBC"
"1159",145.8783,"SYK",9.28491222046893,"Non-TNBC"
"1160",15.1384,"SYK",8.47615402062286,"Non-TNBC"
"1161",37.3016,"SYK",9.14440715126272,"Non-TNBC"
"1162",4.1475,"SYK",9.82714149101581,"Non-TNBC"
"1163",65.996,"SYK",9.68709569119169,"Non-TNBC"
"1164",24.8005,"SYK",8.3926188115094,"Non-TNBC"
"1165",933.3333,"SYK",9.55497249615294,"Non-TNBC"
"1166",7.1654,"SYK",10.4769388541402,"Non-TNBC"
"1167",15.7983,"SYK",9.64281021746382,"Non-TNBC"
"1168",61.8798,"SYK",9.11173714605945,"Non-TNBC"
"1169",19.1672,"SYK",9.62177222443034,"Non-TNBC"
"1170",45.2112,"SYK",9.48289001964519,"Non-TNBC"
"1171",140.149,"SYK",9.40935423181167,"Non-TNBC"
"1172",254.0424,"SYK",9.83137391345939,"Non-TNBC"
"1173",13.4831,"SYK",9.54745985467978,"Non-TNBC"
"1174",625.1962,"SYK",9.91305140583268,"Non-TNBC"
"1175",329.1695,"SYK",10.1904852310808,"Non-TNBC"
"1176",410.6536,"SYK",9.18963704574666,"Non-TNBC"
"1177",1.489,"SYK",10.3538344785824,"Non-TNBC"
"1178",0,"SYK",7.51828648555652,"Non-TNBC"
"1179",29.6846,"SYK",10.1896598994419,"Non-TNBC"
"1180",91.6154,"SYK",8.96726776634795,"Non-TNBC"
"1181",151.3317,"SYK",9.12386455131647,"Non-TNBC"
"1182",394.3718,"SYK",8.9646666288102,"Non-TNBC"
"1183",3.5404,"SYK",10.0488350405254,"Non-TNBC"
"1184",474.8057,"SYK",8.20148634982178,"Non-TNBC"
"1185",0.8327,"SYK",5.91981438700649,"Non-TNBC"
"1186",334.4635,"SYK",6.49978530856105,"Non-TNBC"
"1187",266.9924,"SYK",9.4887618183263,"Non-TNBC"
"1188",190.8191,"SYK",9.72329301452785,"Non-TNBC"
"1189",9.4524,"SYK",10.2358272036345,"Non-TNBC"
"1190",123.1703,"SYK",10.5647280719036,"Non-TNBC"
"1191",15.9363,"SYK",9.4000998288886,"Non-TNBC"
"1192",873.994,"SYK",10.516256705686,"Non-TNBC"
"1193",70.3498,"SYK",10.3222622429687,"Non-TNBC"
"1194",123.3645,"SYK",8.6922765375078,"Non-TNBC"
"1195",48.9209,"SYK",10.3349966864361,"Non-TNBC"
"1196",30.927,"SYK",8.75411652300987,"Non-TNBC"
"1197",12.3254,"SYK",9.65166452695135,"Non-TNBC"
"1198",102.5475,"SYK",10.8271457791987,"Non-TNBC"
"1199",10.0801,"SYK",9.68012775936983,"Non-TNBC"
"1200",36.8917,"SYK",9.08270471795097,"Non-TNBC"
"1201",31.7592,"SYK",9.86562935595537,"Non-TNBC"
"1202",143.217,"SYK",10.3767064753398,"Non-TNBC"
"1203",124.745,"SYK",9.70086362092705,"Non-TNBC"
"1204",11.9403,"SYK",8.66877899368565,"Non-TNBC"
"1205",70.65,"SYK",8.69066920988396,"Non-TNBC"
"1206",29.967,"SYK",8.88563567516759,"Non-TNBC"
"1207",11.8407,"SYK",9.21284482722428,"Non-TNBC"
"1208",114.9425,"SYK",10.2927771487899,"Non-TNBC"
"1209",218.0569,"SYK",9.34120767904249,"Non-TNBC"
"1210",4.6729,"SYK",9.41343308857568,"Non-TNBC"
"1211",12.3768,"SYK",9.86473571915885,"Non-TNBC"
"1212",6.7812,"SYK",9.83992983537554,"Non-TNBC"
"1213",85.4171,"SYK",10.7541736590832,"Non-TNBC"
"1214",295.1317,"SYK",10.1633641274673,"Non-TNBC"
"1215",336.3142,"SYK",9.00187006436705,"Non-TNBC"
"1216",325.0844,"SYK",7.19088050180198,"Non-TNBC"
"1217",926.0379,"SYK",7.8594384999699,"Non-TNBC"
"1218",0,"SYK",6.9129025060001,"Non-TNBC"
"1219",1.5456,"SYK",7.48589852420945,"Non-TNBC"
"1220",4.5751,"SYK",7.41631366344029,"Non-TNBC"
"1221",1412.7719,"SYK",10.1313978482331,"Non-TNBC"
"1222",164.0535,"SYK",9.53623050558819,"Non-TNBC"
"1223",8.6908,"SYK",8.72520774872894,"Non-TNBC"
"1224",64.1956,"SYK",9.23287129432721,"Non-TNBC"
"1225",98.8189,"SYK",10.5129736845871,"Non-TNBC"
"1226",1195.268,"SYK",7.93713896769825,"Non-TNBC"
"1227",14.6838,"SYK",9.2616857104785,"Non-TNBC"
"1228",43.5247,"SYK",10.6412165298551,"Non-TNBC"
"1229",11.5404,"SYK",9.10044604992982,"Non-TNBC"
"1230",375.4822,"SYK",8.92671347077878,"Non-TNBC"
"1231",45.7895,"SYK",10.8114169220289,"Non-TNBC"
"1232",263.6888,"SYK",9.38058379176499,"Non-TNBC"
"1233",18.7137,"SYK",9.40182093569386,"Non-TNBC"
"1234",41.7526,"SYK",7.84244023402981,"Non-TNBC"
"1235",19.367,"SYK",9.78457530453355,"Non-TNBC"
"1236",0.6228,"SYK",9.33022291829714,"Non-TNBC"
"1237",46.3924,"SYK",10.5816119550341,"Non-TNBC"
"1238",203.3898,"SYK",9.34839067458758,"Non-TNBC"
"1239",460.911,"SYK",9.39869325016311,"Non-TNBC"
"1240",33.1821,"SYK",9.52255053896865,"Non-TNBC"
"1241",36.8264,"SYK",9.49333510477553,"Non-TNBC"
"1242",202.864,"SYK",7.33717676079075,"Non-TNBC"
"1243",34.6696,"SYK",8.1650265598407,"Non-TNBC"
"1244",423.0007,"SYK",8.19053288657154,"Non-TNBC"
"1245",1091.3509,"SYK",9.40361497392218,"Non-TNBC"
"1246",59.2349,"SYK",9.55878038549665,"Non-TNBC"
"1247",13.2284,"SYK",9.45282129110656,"Non-TNBC"
"1248",1.3829,"SYK",7.30722813696484,"Non-TNBC"
"1249",719.5782,"SYK",9.51099632524556,"Non-TNBC"
"1250",428.9594,"SYK",7.72836544373903,"Non-TNBC"
"1251",592.9897,"SYK",10.2579831851449,"Non-TNBC"
"1252",16.718,"SYK",8.07970343822376,"Non-TNBC"
"1253",0.979,"SYK",7.92653736282412,"Non-TNBC"
"1254",816.1019,"SYK",9.64308684788513,"Non-TNBC"
"1255",214.3828,"SYK",9.20908825910064,"Non-TNBC"
"1256",7.171,"SYK",9.63710863964953,"Non-TNBC"
"1257",31.4308,"SYK",9.45279885116807,"Non-TNBC"
"1258",57.2705,"SYK",9.31874615097686,"Non-TNBC"
"1259",33.7083,"SYK",10.311809721882,"Non-TNBC"
"1260",265.4422,"SYK",12.1122340025879,"Non-TNBC"
"1261",265.7697,"SYK",9.81021798652391,"Non-TNBC"
"1262",258.1436,"SYK",9.86309860531454,"Non-TNBC"
"1263",439.4333,"SYK",9.2117525337179,"Non-TNBC"
"1264",533.9868,"SYK",9.61873273515278,"Non-TNBC"
"1265",346.5609,"SYK",8.3740939825512,"Non-TNBC"
"1266",6.9109,"SYK",8.57185235853203,"Non-TNBC"
"1267",414.9155,"SYK",9.72323805590664,"Non-TNBC"
"1268",24.8017,"SYK",9.99958361532385,"Non-TNBC"
"1269",2.8781,"SYK",10.0194401965425,"Non-TNBC"
"1270",9.6046,"SYK",9.18945445025083,"Non-TNBC"
"1271",4.2725,"SYK",8.95499800498246,"Non-TNBC"
"1272",173.7869,"SYK",10.3425951891536,"Non-TNBC"
"1273",40.9585,"SYK",10.2340978197685,"Non-TNBC"
"1274",4.0438,"SYK",10.0956292331684,"Non-TNBC"
"1275",3.6079,"SYK",8.89404286437223,"Non-TNBC"
"1276",1.0205,"SYK",9.87744963896292,"Non-TNBC"
"1277",9.4781,"SYK",7.58253492843341,"Non-TNBC"
"1278",381.2173,"SYK",7.24027902485643,"Non-TNBC"
"1279",1254.1791,"SYK",8.88800284072256,"Non-TNBC"
"1280",17.1162,"SYK",10.5442109252038,"Non-TNBC"
"1281",2,"SYK",10.0053438419178,"Non-TNBC"
"1282",177.8038,"SYK",7.82073997232362,"Non-TNBC"
"1283",635.1166,"SYK",9.87610080716501,"Non-TNBC"
"1284",72.7493,"SYK",10.4813495029696,"Non-TNBC"
"1285",57.5019,"SYK",9.61949646351421,"Non-TNBC"
"1286",18.6396,"SYK",8.74282645653894,"Non-TNBC"
"1287",108.1967,"SYK",8.3378047358369,"Non-TNBC"
"1288",652.3449,"SYK",8.29490099045342,"Non-TNBC"
"1289",56.0128,"SYK",9.52692621367955,"Non-TNBC"
"1290",0,"SYK",9.99076756442012,"Non-TNBC"
"1291",842.6029,"SYK",8.50650475413267,"Non-TNBC"
"1292",55.5629,"SYK",10.0859476138346,"Non-TNBC"
"1293",4.2595,"SYK",7.76973604162479,"Non-TNBC"
"1294",66.3677,"SYK",9.44215311365018,"Non-TNBC"
"1295",3.0544,"SYK",9.91291851908138,"Non-TNBC"
"1296",0.4068,"SYK",7.61677451141643,"Non-TNBC"
"1297",2.0816,"SYK",10.7748236205876,"Non-TNBC"
"1298",182.7848,"SYK",10.0446885029404,"Non-TNBC"
"1299",72.8324,"SYK",9.79675234155487,"Non-TNBC"
"1300",26.2812,"SYK",9.85604511745371,"Non-TNBC"
"1301",5.4054,"SYK",9.45490565337197,"Non-TNBC"
"1302",53.3445,"SYK",10.362088255259,"Non-TNBC"
"1303",296.4251,"SYK",7.15581094898402,"Non-TNBC"
"1304",53.8089,"SYK",10.0971324875356,"Non-TNBC"
"1305",397.8184,"SYK",10.1760723938526,"Non-TNBC"
"1306",43.2309,"SYK",8.85008179686987,"Non-TNBC"
"1307",289.3009,"SYK",9.30825028118481,"Non-TNBC"
"1308",2.2361,"SYK",8.69587274855074,"Non-TNBC"
"1309",96.1538,"SYK",9.15574948561901,"Non-TNBC"
"1310",1.929,"SYK",8.08859268663233,"Non-TNBC"
"1311",28.9896,"SYK",10.2148912278073,"Non-TNBC"
"1312",20.649,"SYK",8.89548803645201,"Non-TNBC"
"1313",7.8616,"SYK",9.70312008458082,"Non-TNBC"
"1314",25.2904,"SYK",9.49045200014024,"Non-TNBC"
"1315",89.4034,"SYK",10.4761653643104,"Non-TNBC"
"1316",16.243,"SYK",9.92655737617436,"Non-TNBC"
"1317",40.3495,"SYK",9.08316549040673,"Non-TNBC"
"1318",22.7627,"SYK",9.03363938956489,"Non-TNBC"
"1319",147.3752,"SYK",9.89766624218897,"Non-TNBC"
"1320",2.4557,"SYK",9.30543319390358,"Non-TNBC"
"1321",19.3837,"SYK",7.90728487837017,"Non-TNBC"
"1322",70.3833,"SYK",9.6075043514612,"Non-TNBC"
"1323",22.4455,"SYK",8.66962351178104,"Non-TNBC"
"1324",91.8123,"SYK",11.0301876984072,"Non-TNBC"
"1325",14.6905,"SYK",9.00595150430642,"Non-TNBC"
"1326",34.7615,"SYK",10.1147674432388,"Non-TNBC"
"1327",92.9359,"SYK",9.30919915695982,"Non-TNBC"
"1328",41.0213,"SYK",9.80455182654832,"Non-TNBC"
"1329",177.8329,"SYK",10.1729713546646,"Non-TNBC"
"1330",275.0816,"SYK",9.15414494744655,"Non-TNBC"
"1331",25.5014,"SYK",9.75924906255756,"Non-TNBC"
"1332",1.4707,"SYK",9.33680934894177,"Non-TNBC"
"1333",4.2883,"SYK",9.52114910982852,"Non-TNBC"
"1334",6.2903,"SYK",9.56793098484875,"Non-TNBC"
"1335",133.4889,"SYK",11.1826760983869,"Non-TNBC"
"1336",84.3521,"SYK",10.3691995961544,"Non-TNBC"
"1337",35.7193,"SYK",8.47202792037158,"Non-TNBC"
"1338",1.2811,"SYK",7.23324481493269,"Non-TNBC"
"1339",119.3481,"SYK",10.8147509173526,"Non-TNBC"
"1340",58.8429,"SYK",9.73039371223258,"Non-TNBC"
"1341",4.677,"SYK",8.39598818627419,"Non-TNBC"
"1342",1.4322,"SYK",6.92669686892642,"Non-TNBC"
"1343",327.7363,"SYK",8.43449062299261,"Non-TNBC"
"1344",16.221,"SYK",8.64909878401851,"Non-TNBC"
"1345",6.218,"SYK",9.39014530526795,"Non-TNBC"
"1346",31.1141,"SYK",9.46198870036823,"Non-TNBC"
"1347",52.6316,"SYK",10.4418303672567,"Non-TNBC"
"1348",32.6989,"SYK",9.65773824402235,"Non-TNBC"
"1349",118.1076,"SYK",9.93297444021548,"Non-TNBC"
"1350",1.914,"SYK",8.87141830365649,"Non-TNBC"
"1351",41.9393,"SYK",9.50173012300823,"Non-TNBC"
"1352",14.0459,"SYK",9.26583536001715,"Non-TNBC"
"1353",22.5989,"SYK",9.59947513350988,"Non-TNBC"
"1354",10.6882,"SYK",9.54860539164814,"Non-TNBC"
"1355",87.0325,"SYK",8.8464989573575,"Non-TNBC"
"1356",40.3178,"SYK",8.52694283633511,"Non-TNBC"
"1357",148.415,"SYK",10.5157159009878,"Non-TNBC"
"1358",33.3722,"SYK",9.34903303516831,"Non-TNBC"
"1359",35.1111,"SYK",9.96818437438448,"Non-TNBC"
"1360",37.2462,"SYK",6.73512814427166,"Non-TNBC"
"1361",159.6725,"SYK",9.35977437358529,"Non-TNBC"
"1362",431.1143,"SYK",9.0430871781264,"Non-TNBC"
"1363",31.5154,"SYK",9.14920270421414,"Non-TNBC"
"1364",244.1948,"SYK",9.46172478689993,"Non-TNBC"
"1365",28.1885,"SYK",8.31080997437068,"Non-TNBC"
"1366",98.4252,"SYK",9.27060812958874,"Non-TNBC"
"1367",117.5228,"SYK",8.17352573906204,"Non-TNBC"
"1368",261.3872,"SYK",10.3599109486855,"Non-TNBC"
"1369",9.5322,"SYK",9.61090598223506,"Non-TNBC"
"1370",536.6008,"SYK",9.68514228396935,"Non-TNBC"
"1371",19.1574,"SYK",9.71184813784545,"Non-TNBC"
"1372",39.0087,"SYK",9.60949882945529,"Non-TNBC"
"1373",202.2774,"SYK",10.0693600745246,"Non-TNBC"
"1374",2.7663,"SYK",12.3920482878205,"Non-TNBC"
"1375",607.2503,"SYK",10.4194037378602,"Non-TNBC"
"1376",3.3215,"SYK",8.3185979406133,"Non-TNBC"
"1377",26.5792,"SYK",9.53769928345594,"Non-TNBC"
"1378",9.6826,"SYK",9.25504132025866,"Non-TNBC"
"1379",251.5817,"SYK",9.10215209165739,"Non-TNBC"
"1380",26.7482,"SYK",9.94726259220475,"Non-TNBC"
"1381",251.2262,"SYK",9.7183905688041,"Non-TNBC"
"1382",53.6659,"SYK",9.19670022890921,"Non-TNBC"
"1383",0.672,"SYK",6.63107953859467,"Non-TNBC"
"1384",228.0285,"SYK",9.59427141172995,"Non-TNBC"
"1385",16.2808,"SYK",10.723431511208,"Non-TNBC"
"1386",5.1151,"SYK",9.52463945847627,"Non-TNBC"
