,FLT3,FANCL,SYK,CEP76,ELF3,JAK2,CCNE1,TPX2,GSK3B
MB-4679,5.589000499,6.988402262999999,8.802253212,5.633212247,8.704790285,6.8150073660000015,9.068683879,8.370652468,9.170556716
MB-4660,5.569896096,7.33301078,6.936858344,5.470099498,10.82968914,6.061483599,8.687469817,7.068623637000001,9.413188137
MB-2718,5.663601504,7.816240844,8.217913223,5.434393646,9.963382698,6.845400247000001,7.91296084,9.06910633,8.737746421
MB-2643,6.271632905,6.629972832000001,9.558442068,5.38905338,5.554058553,6.484831449,6.84016517,6.728878342000001,7.650189855
MB-6305,5.517357255,7.094006715,8.583787743,5.43794563,9.450985973,6.638296061,6.968421833,7.467236683999999,9.090256463
MB-6248,5.3926185570000005,8.175970165,8.586019557,5.386306052999999,10.37748652,7.517484117,7.332591955,7.578964852,8.379065814
MB-6223,5.788519981,6.37918506,8.557217386,5.609975436,9.461865697,6.118606566,7.375752114,7.116044659,9.528608092999999
MB-6188,5.591956634,7.555418357000001,8.375296267000001,5.167581544,9.627006558,6.58662293,8.792710935,8.161320706,7.877011443
MB-6318,5.6076228310000005,6.832101582000001,8.459315817,5.450046966,9.081713876,6.514957478,6.502072132,7.33649432,8.76391383
MB-6280,5.637425716,6.60145514,7.441973358999999,5.665600303,9.919725439,6.383847578999998,9.422534082,8.279979128999999,8.280577831
MB-6098,5.305643981,6.621985546,7.626756155,5.422299524,9.600853889,6.489446279,8.073657868,8.397978784,8.878044804
MB-4974,5.3917978810000005,6.7622394739999985,8.656537312000001,5.758405278,9.50197338,6.554127265,6.988923927999999,7.4553794789999985,9.285078232
MB-4696,5.505055727,7.3780793939999985,9.059413068,5.532635677999999,7.407700997,6.367824462000001,7.33915722,7.517012576,8.725354029
MB-4714,5.49944905,6.792836685,9.24469913,5.438285114,9.305947446000001,6.792091382000001,8.581231043999999,7.962958391,9.892730836
MB-4881,5.534408029,7.109788565,8.865995905,5.581642896,9.902424985,6.069310787999999,8.24892353,8.694518939,8.356560311
MB-4904,5.743198531,7.001999597999999,9.689687434,5.423864096,8.251052539,6.731784387,7.732828342,8.052868145,9.177752948
MB-4865,5.41872644,6.968072405,8.725421281000001,5.458422267,7.926186512999999,6.394602595,7.743354345,8.866161813,8.768795847
MB-4416,5.334447322,6.575355513,9.401327898,5.478142465,8.278120102,6.652769056,8.975493755,7.376285615,9.242295347999999
MB-4407,5.861460533,6.038762957,7.293004353,5.186554356,8.693977971,6.0945841960000005,6.943363593,7.0964971320000005,10.00410465
MB-4254,5.818866783,7.150275776,9.608956639,5.535618246,8.681899636,6.44113384,7.870508629,8.333420919,8.68609954
MB-4621,5.346728687,7.74490403,8.52416026,5.4350698689999986,8.950703171,6.087880232000001,8.518219681,8.814764478999999,8.830385062000001
MB-4893,6.00177169,6.972833466,9.13988967,5.476830518,7.990742387999999,6.862297892999999,7.818734117999999,7.749987635,8.489410784
MB-4859,6.304073745,6.354732151,9.215400821,5.620833407,8.338497817999999,6.651367486,6.333256466,6.165992789,7.78853005
MB-4942,6.14011873,6.849237473,8.802963231,5.565928849,9.664589952,7.202978034,8.05050436,8.558510147,7.933876402
